Episode,Date,Guests (Himself/Herself - Role)
20050127,2005-01-27,Joan Walmsley (Herself);John Rentoul (Himself);Ken Livingstone (Himself);Trevor Kavanagh (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20050203,2005-02-03,John Stevens (Himself);David Laws (Himself);Andrew Lansley (Himself);Margaret Beckett (Herself);Yasmin Alibhai-Brown (Herself);David Dimbleby (Himself - Host)
20050210,2005-02-10,David Trimble (Himself);Paul Murphy (Himself);Martin McGuinness (Himself);Mark Durkan (Himself);Jeffrey Donaldson (Himself);David Dimbleby (Himself - Host)
20050217,2005-02-17,John Thurso (Himself);Nicholas Soames (Himself);Heather Mills (Herself);Johann Hari (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20050223,2005-02-23,Mark Steel (Himself);Alun Michael (Himself);Theresa May (Herself);Norman Baker (Himself);Anne Atkins (Herself);David Dimbleby (Himself - Host)
20050303,2005-03-03,Mark Oaten (Himself);David Davis (Himself);Charles Clarke (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20050310,2005-03-10,Long Yongtu (Himself);David Tang (Himself);Chris Patten (Himself);Jianchao Liu (Himself);Isabel Hilton (Herself);David Dimbleby (Himself - Host)
20050317,2005-03-17,Sandi Toksvig (Herself);Simon Thomas (Himself);Rhodri Morgan (Himself);Julie Kirkbride (Herself);Digby Jones (Himself);David Dimbleby (Himself - Host)
20050331,2005-03-31,Alice Thomson (Herself);Margaret Hodge (Herself);George Galloway (Himself);David Cameron (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20050406,2005-04-06,Jim Wallace (Himself);Nicola Sturgeon (Herself);Petrina Holdsworth (Herself);David Blunkett (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20050414,2005-04-14,Ruth Kelly (Herself);Liam Fox (Himself);Janet Daley (Herself);Menzies Campbell (Himself);David Baddiel (Himself);David Dimbleby (Himself - Host)
20050421,2005-04-21,Shirley Williams (Herself);Jean Lambert (Herself);William Hague (Himself);Robin Cook (Himself);David Dimbleby (Himself - Host)
20050428,2005-04-28,David Dimbleby (Himself - Host);Tony Blair (Himself);Michael Howard (Himself);Charles Kennedy (Himself)
20050512,2005-05-12,Andrew Rawnsley (Himself);Jo-Anne Nadler (Herself);Boris Johnson (Himself);Harriet Harman (Herself);Lynne Featherstone (Herself);David Dimbleby (Himself - Host)
20050519,2005-05-19,Matthew Taylor (Himself);Alex Salmond (Himself);Anne McGuire (Herself);Annabel Goldie (Herself);George Galloway (Himself);David Dimbleby (Himself - Host)
20050526,2005-05-26,Jacques Myard (Himself);Denis MacShane (Himself);Caroline Lucas (Herself);Eddie Izzard (Himself);Liam Fox (Himself);David Dimbleby (Himself - Host);Hervé Mariton (Himself)
20050609,2005-06-09,Jenny Tonge (Herself);John Redwood (Himself);David Lammy (Himself);Peter Hitchens (Himself);Jane Fonda (Herself);David Dimbleby (Himself - Host)
20050616,2005-06-16,Clare Short (Herself);Marc Roche (Himself);Rod Liddle (Himself);Helen Mary Jones (Herself);Iain Duncan Smith (Himself);David Dimbleby (Himself - Host)
20050623,2005-06-23,Michael Winner (Himself);Marie O'Riordan (Herself);Francis Maude (Himself);Susan Kramer (Herself);Peter Hain (Himself);David Dimbleby (Himself - Host)
20050630,2005-06-30,June Sarpong (Herself);Justine Greening (Herself);Otis Ferry (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20050707,2005-07-07,Morgan Tsvangirai (Himself);Moeletsi Mbeki (Himself);Bianca Jagger (Herself);Edna Ismail (Herself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
20050922,2005-09-22,David Miliband (Himself);Theresa May (Herself);Quentin Letts (Himself);David Laws (Himself);Bonnie Greer (Herself);David Dimbleby (Himself - Host)
20050929,2005-09-29,Janet Street-Porter (Herself);Simon Hughes (Himself);Patricia Hewitt (Herself);Stephen Green (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20051006,2005-10-06,Jo Swinson (Herself);David Starkey (Himself);Anne McElvoy (Herself);Francis Maude (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20051013,2005-10-13,David Dimbleby (Himself - Host);Ben Bradshaw (Himself);David Cameron (Himself);Muriel Gray (Herself);Ann Leslie (Herself);Mark Oaten (Himself)
20051020,2005-10-20,Matthew Parris (Himself);Estelle Morris (Herself);Andrew Lansley (Himself);Greg Dyke (Himself);Kate Allen (Herself);David Dimbleby (Himself - Host)
20051027,2005-10-27,Tanni Grey-Thompson (Herself);Jacqui Smith (Herself);Eric Forth (Himself);Edwina Currie (Herself);Nick Clegg (Himself);David Dimbleby (Himself - Host)
20051103,2005-11-03,David Davis (Himself);David Cameron (Himself);David Dimbleby (Himself - Host)
20051110,2005-11-10,Toby Young (Himself);Caroline Spelman (Herself);Chris Huhne (Himself);Geoff Hoon (Himself);Rhona Cameron (Herself);David Dimbleby (Himself - Host)
20051117,2005-11-17,Shirley Williams (Herself);David Willetts (Himself);Alice Miles (Herself);Derek Laud (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20051125,2005-11-25,John Thurso (Himself);Jane Moore (Herself);Roy Hattersley (Himself);Lorna Fitzsimons (Herself);Alan Duncan (Himself);David Dimbleby (Himself - Host)
20051201,2005-12-01,Nicola Sturgeon (Herself);Tom Shakespeare (Himself);Margaret Hodge (Herself);Annabel Goldie (Herself);A.A. Gill (Himself);David Dimbleby (Himself - Host)
20051208,2005-12-08,Jenny Willott (Herself);George Osborne (Himself);Piers Morgan (Himself);Janet Daley (Herself);Hilary Benn (Himself);David Dimbleby (Himself - Host)
20060112,2006-01-12,Norman Tebbit (Himself);Matthew Parris (Himself);Mark Oaten (Himself);Mariella Frostrup (Herself);Ed Balls (Himself);David Dimbleby (Himself - Host)
20060119,2006-01-19,Salma Yaqoob (Herself);Sir Andrew Green (Himself);Alan Duncan (Himself);Menzies Campbell (Himself);Chris Bryant (Himself);David Dimbleby (Himself - Host)
20060126,2006-01-26,John Redwood (Himself);Simon Hughes (Himself);Zac Goldsmith (Himself);Claire Fox (Herself);Valerie Amos (Herself);David Dimbleby (Himself - Host)
20060202,2006-02-02,Leanne Wood (Herself);Adam Rickitt (Himself);Rhodri Morgan (Himself);Chris Huhne (Himself);Cheryl Gillan (Herself);David Dimbleby (Himself - Host)
20060209,2006-02-09,Chris Huhne (Himself);Simon Hughes (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20060216,2006-02-16,John Sergeant (Himself);Tim Razzall (Himself);Theresa May (Herself);Peter Hain (Himself);Kat Fletcher (Herself);David Dimbleby (Himself - Host)
20060223,2006-02-23,Theresa Villiers (Herself);Cristina Odone (Herself);Art Malik (Himself);Nigel Farage (Himself);Alistair Darling (Himself);David Dimbleby (Himself - Host)
20060302,2006-03-02,Nicholas Winterton (Himself);Sarah Teather (Herself);Will Self (Himself);Jo-Anne Nadler (Herself);Shahid Malik (Himself);David Dimbleby (Himself - Host)
20060309,2006-03-09,Michael Nazir-Ali (Himself);Rod Liddle (Himself);Jean Lambert (Herself);Chris Grayling (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20060316,2006-03-16,David Willetts (Himself);Jenny Tonge (Herself);Kwame Kwei-Armah (Himself);Simon Jenkins (Himself);Margaret Hodge (Herself);David Dimbleby (Himself - Host)
20060323,2006-03-23,David Laws (Himself);Digby Jones (Himself);Boris Johnson (Himself);Shami Chakrabarti (Herself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20060330,2006-03-30,Igor Yurgens (Himself);Natalia Narochnitskaya (Herself);Garry Kasparov (Himself);Grigory Karasin (Himself);Andrei Illarionov (Himself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20060420,2006-04-20,George Osborne (Himself);Janet Daley (Herself);Charles Clarke (Himself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20060427,2006-04-27,Carol Thatcher (Herself);Steve Richards (Himself);Charles Falconer (Himself);David Davis (Himself);Ed Davey (Himself);David Dimbleby (Himself - Host)
20060504,2006-05-04,Richard Littlejohn (Himself);William Hague (Himself);Julia Goldsworthy (Herself);Margaret Beckett (Herself);David Dimbleby (Himself - Host)
20060511,2006-05-11,Piers Morgan (Himself);Michael Heseltine (Himself);Menzies Campbell (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20060518,2006-05-18,Helena Kennedy (Herself);Simon Hughes (Himself);Harriet Harman (Herself);Frederick Forsyth (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20060525,2006-05-25,Sayeeda Warsi (Herself);Oona King (Herself);Geoff Hoon (Himself);Niall Ferguson (Himself);Nick Clegg (Himself);David Dimbleby (Himself - Host)
20060601,2006-06-01,Michael Winner (Himself);Mary Ann Sieghart (Herself);Michael Gove (Himself);Alain de Botton (Himself);Diane Abbott (Herself);David Dimbleby (Himself - Host)
20060608,2006-06-08,David Lammy (Himself);Max Hastings (Himself);George Galloway (Himself);Liam Fox (Himself);Lynne Featherstone (Herself);David Dimbleby (Himself - Host)
20060614,2006-06-14,Mark Oaten (Himself);Theresa May (Herself);Charles Falconer (Himself);Derek Dougan (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20060622,2006-06-22,Oliver Letwin (Himself);Charles Kennedy (Himself);Alan Johnson (Himself);Germaine Greer (Herself);David Dimbleby (Himself - Host)
20060629,2006-06-29,Nicol Stephen (Himself);Alex Salmond (Himself);Melanie Phillips (Herself);Mike O'Brien (Himself);Julie Kirkbride (Herself);David Dimbleby (Himself - Host)
20060706,2006-07-06,Matt Pollard (Himself);David Miliband (Himself);Richard Madeley (Himself);Julia Goldsworthy (Herself);Sebastian Coe (Himself);David Dimbleby (Himself - Host)
20060921,2006-09-21,Ann Widdecombe (Herself);Christopher Meyer (Himself);Charles Kennedy (Himself);Harriet Harman (Herself);Tariq Ali (Himself);David Dimbleby (Himself - Host)
20060928,2006-09-28,Jenny Tonge (Herself);Jack Straw (Himself);Lance Price (Himself);Piers Morgan (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20061005,2006-10-05,Shirley Williams (Herself);Oliver Letwin (Himself);Sandra Howard (Herself);Ian Hislop (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20061012,2006-10-12,Nicola Sturgeon (Herself);Tommy Sheridan (Himself);Alan Duncan (Himself);Vera Baird (Herself);Clive Anderson (Himself);David Dimbleby (Himself - Host)
20061019,2006-10-19,Salma Yaqoob (Herself);Hardeep Singh Kohli (Himself);Theresa May (Herself);Chris Huhne (Himself);Hilary Armstrong (Herself);David Dimbleby (Himself - Host)
20061026,2006-10-26,Janet Street-Porter (Herself);Pauline Neville-Jones (Herself);Ben Bradshaw (Himself);Paddy Ashdown (Himself);Michael Ancram (Himself);David Dimbleby (Himself - Host)
20061102,2006-11-02,Amanda Platell (Herself);Peter Hitchens (Himself);Michael Heseltine (Himself);Charles Clarke (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20061109,2006-11-09,Malcolm Rifkind (Himself);Rageh Omaar (Himself);Catherine Meyer (Herself);Geoff Hoon (Himself);Jan Berry (Herself);David Dimbleby (Himself - Host)
20061116,2006-11-16,Tony McNulty (Himself);Robert Kilroy-Silk (Himself);Shappi Khorsandi (Herself);Boris Johnson (Himself);Jane Bonham-Carter (Herself);David Dimbleby (Himself - Host)
20061123,2006-11-23,Sayeeda Warsi (Herself);Polly Toynbee (Herself);Sarah Teather (Herself);Esther Rantzen (Herself);Denis MacShane (Himself);David Dimbleby (Himself - Host)
20061130,2006-11-30,David Trimble (Himself);Martin McGuinness (Himself);Peter Hain (Himself);Mark Durkan (Himself);Jeffrey Donaldson (Himself);David Dimbleby (Himself - Host)
20061207,2006-12-07,Jeff Randall (Himself);Ruth Kelly (Herself);Mariella Frostrup (Herself);David Davis (Himself);Martin Amis (Himself);David Dimbleby (Himself - Host)
20070111,2007-01-11,Clare Short (Herself);George Osborne (Himself);Kelvin Mackenzie (Himself);Charles Kennedy (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20070118,2007-01-18,Jacqui Smith (Herself);David Davis (Himself);Edwina Currie (Herself);Nick Clegg (Himself);Shami Chakrabarti (Herself);David Dimbleby (Himself - Host)
20070125,2007-01-25,Nicholas Soames (Himself);Matthew Parris (Himself);Geoff Hoon (Himself);Deborah Bull (Herself);Anne Atkins (Herself);David Dimbleby (Himself - Host)
20070201,2007-02-01,Mark Oaten (Himself);Sarfraz Manzoor (Himself);Andrew Lansley (Himself);Tristram Hunt (Himself);Harriet Harman (Herself);David Dimbleby (Himself - Host)
20070208,2007-02-08,Salma Yaqoob (Herself);David Miliband (Himself);Simon Hughes (Himself);Frederick Forsyth (Himself);Kenneth Clarke (Himself);David Dimbleby (Himself - Host)
20070215,2007-02-15,Norman Tebbit (Himself);Richard Littlejohn (Himself);Roy Hattersley (Himself);Julia Goldsworthy (Herself);Janine di Giovanni (Herself);David Dimbleby (Himself - Host)
20070222,2007-02-22,Nicol Stephen (Himself);Hardeep Singh Kohli (Himself);Alex Salmond (Himself);Annabel Goldie (Herself);George Foulkes (Himself);David Dimbleby (Himself - Host)
20070301,2007-03-01,Cristina Odone (Herself);Francis Maude (Himself);Beverley Knight (Herself);Peter Hain (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20070308,2007-03-08,Piers Morgan (Himself);Margaret Hodge (Herself);Alan Duncan (Himself);Colin Byrne (Himself);David Dimbleby (Himself - Host);Siân Berry (Herself)
20070315,2007-03-15,Clare Short (Herself);Priti Patel (Herself);Mike O'Brien (Himself);Peter Hitchens (Himself);David Dimbleby (Himself - Host);Lembit Öpik (Himself)
20070322,2007-03-22,Charles Kennedy (Himself);Liam Fox (Himself);Des Browne (Himself);John Bolton (Himself);Benazir Bhutto (Herself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20070329,2007-03-29,Sayeeda Warsi (Herself);Yvonne Thompson (Herself);Nigel Farage (Himself);George Carey (Himself);Hazel Blears (Herself);David Dimbleby (Himself - Host)
20070419,2007-04-19,Jenny Tonge (Herself);Jan Ravens (Herself);Ed Miliband (Himself);Iain Duncan Smith (Himself);Bruce Anderson (Himself);David Dimbleby (Himself - Host)
20070426,2007-04-26,Adam Price (Himself);Douglas Murray (Himself);David Laws (Himself);Douglas Hurd (Himself);Caroline Flint (Herself);David Dimbleby (Himself - Host)
20070503,2007-05-03,Oona King (Herself);Charles Kennedy (Himself);Patricia Hewitt (Herself);William Hague (Himself);Tim Collins (Himself);David Dimbleby (Himself - Host)
20070510,2007-05-10,Jane Moore (Herself);Peter Mandelson (Himself);Kenneth Clarke (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20070517,2007-05-17,Jeff Randall (Himself);Theresa May (Herself);Chris Huhne (Himself);Clemency Burton-Hill (Herself);Douglas Alexander (Himself);David Dimbleby (Himself - Host)
20070524,2007-05-24,Allison Pearson (Herself);Martha Lane Fox (Herself);Alan Johnson (Himself);Michael Heseltine (Himself);Bob Crow (Himself);David Dimbleby (Himself - Host)
20070531,2007-05-31,Sarah Teather (Herself);Caroline Spelman (Herself);Simon Schama (Himself);Roy Hattersley (Himself);Greg Dyke (Himself);David Dimbleby (Himself - Host)
20070607,2007-06-07,Melanie Phillips (Herself);Francis Maude (Himself);Julia Goldsworthy (Herself);Boris Berezovsky (Himself);Tony Benn (Himself);David Dimbleby (Himself - Host)
20070614,2007-06-14,Alan Johnson (Himself);Harriet Harman (Herself);Peter Hain (Himself);Jon Cruddas (Himself);Hazel Blears (Herself);Hilary Benn (Himself);David Dimbleby (Himself - Host)
20070621,2007-06-21,Shirley Williams (Herself);Tony McNulty (Himself);Boris Johnson (Himself);Peter Hitchens (Himself);Christopher Hitchens (Himself);David Dimbleby (Himself - Host)
20070628,2007-06-28,Piers Morgan (Himself);Michael Howard (Himself);Yvette Cooper (Herself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20070705,2007-07-05,Sayeeda Warsi (Herself);Douglas Murray (Himself);Ed Miliband (Himself);Davina McCall (Herself);Charlie Bell (Himself);David Dimbleby (Himself - Host)
20070920,2007-09-20,Janet Street-Porter (Herself);John Redwood (Himself);Geoff Hoon (Himself);Paddy Ashdown (Himself);Christiane Amanpour (Herself);David Dimbleby (Himself - Host)
20070927,2007-09-27,Ed Vaizey (Himself);Simon Schama (Himself);Amanda Platell (Herself);John Denham (Himself);Nick Clegg (Himself);David Dimbleby (Himself - Host)
20071004,2007-10-04,George Osborne (Himself);Ruth Kelly (Herself);Ian Hislop (Himself);Menzies Campbell (Himself);David Dimbleby (Himself - Host)
20071011,2007-10-11,Chuka Umunna (Himself);Caroline Spelman (Herself);Kelvin Mackenzie (Himself);Simon Hughes (Himself);Harriet Harman (Herself);David Dimbleby (Himself - Host)
20071018,2007-10-18,Melanie Phillips (Herself);Rosie Millard (Herself);Charles Kennedy (Himself);Peter Hain (Himself);David Davis (Himself);David Dimbleby (Himself - Host)
20071025,2007-10-25,Fraser Nelson (Himself);Maria Misra (Herself);Francis Maude (Himself);George Galloway (Himself);Charles Falconer (Himself);David Dimbleby (Himself - Host)
20071101,2007-11-01,Leanne Wood (Herself);Brian Paddick (Himself);David Lammy (Himself);Damian Green (Himself);Edwina Currie (Herself);David Dimbleby (Himself - Host)
20071108,2007-11-08,Ahdaf Soueif (Herself);Douglas Murray (Himself);Tony McNulty (Himself);Michael Heseltine (Himself);Vince Cable (Himself);David Dimbleby (Himself - Host)
20071115,2007-11-15,David Dimbleby (Himself - Host);Nick Clegg (Himself);Chris Huhne (Himself)
20071122,2007-11-22,Nicola Sturgeon (Herself);David Steel (Himself);Annabel Goldie (Herself);Wendy Alexander (Herself);David Aaronovitch (Himself);David Dimbleby (Himself - Host)
20071129,2007-11-29,Sarah Teather (Herself);Paul Myners (Himself);Caroline Flint (Herself);Nigel Farage (Himself);Alan Duncan (Himself);David Dimbleby (Himself - Host)
20071206,2007-12-06,James Rubin (Himself);Allison Pearson (Herself);Simon Sebag Montefiore (Himself);Kenneth Clarke (Himself);Catherine Ashton (Herself);David Dimbleby (Himself - Host)
20071213,2007-12-13,Chris Patten (Himself);Piers Morgan (Himself);Charles Kennedy (Himself);Hazel Blears (Herself);Kirstie Allsopp (Herself);David Dimbleby (Himself - Host)
20080117,2008-01-17,Jacqui Smith (Herself);Kevin Maguire (Himself);Chris Huhne (Himself);Liam Fox (Himself);Louise Mensch (Herself);David Dimbleby (Himself - Host)
